ACC_RANDOM,SATXN_ENTRY_DATE,SATXN_BR_CODE,SATXN_BUSI_DATE,SATXN_TXN_TIME,SATXN_MEMO_CODE,SATXN_TXN_MEMO,SATXN_DB_CR_STAT,SATXN_TXN_AMT,SATXN_SAM_BAL,SATXN_TXN_STAT,SATXN_PB_STATUS,ID_RANDOM,SATXN_BUSI_CODE,SATXN_CASH_AMT,SATXN_BANK_NO
"1,449,568",2023/5/31 0:00,231,2023/5/31 0:00,110546,1005,__      ,2,"35,000.00","505,998.00",0,0,"19,632",SA01,0,   
"1,449,568",2023/5/31 0:00,231,2023/5/31 0:00,113142,1099,____  ,1,"20,000.00","485,998.00",0,0,"19,632",AT01,"20,000.00",103
"1,449,568",2023/5/31 0:00,231,2023/5/31 0:00,113142,1099,____  ,1,"20,000.00","485,998.00",0,0,"19,632",AT01,"20,000.00",103
"1,449,568",2023/5/15 0:00,231,2023/5/15 0:00,105543,1005,__      ,2,"30,000.00","930,998.00",0,0,"19,632",SA01,0,   
"1,449,568",2023/5/15 0:00,231,2023/5/15 0:00,105543,1005,__      ,2,"30,000.00","930,998.00",0,0,"19,632",SA01,0,   
"1,449,568",2023/5/15 0:00,231,2023/5/15 0:00,110228,1001,____  ,1,"400,000.00","530,998.00",0,1,"19,632",SA01,"400,000.00",   
"1,449,568",2023/5/15 0:00,231,2023/5/15 0:00,110228,1001,____  ,1,"400,000.00","530,998.00",0,1,"19,632",SA01,"400,000.00",   
"1,449,568",2023/5/15 0:00,231,2023/5/15 0:00,131648,1099,____  ,1,"20,000.00","510,998.00",0,0,"19,632",AT01,"20,000.00",103
"1,449,568",2023/5/15 0:00,231,2023/5/15 0:00,131648,1099,____  ,1,"20,000.00","510,998.00",0,0,"19,632",AT01,"20,000.00",103
"1,449,568",2023/5/15 0:00,231,2023/5/15 0:00,131747,1099,____  ,1,"10,000.00","500,998.00",0,0,"19,632",AT01,"10,000.00",103
"1,449,568",2023/5/15 0:00,231,2023/5/15 0:00,131747,1099,____  ,1,"10,000.00","500,998.00",0,0,"19,632",AT01,"10,000.00",103
"1,449,568",2023/5/22 0:00,231,2023/5/20 0:00,201706,1099,____  ,1,"20,000.00","470,998.00",0,0,"19,632",AT01,"20,000.00",103
"1,449,568",2023/5/22 0:00,231,2023/5/20 0:00,201706,1099,____  ,1,"20,000.00","470,998.00",0,0,"19,632",AT01,"20,000.00",103
"1,449,568",2023/5/17 0:00,231,2023/5/17 0:00,123731,1097,____  ,1,"10,000.00","490,998.00",0,0,"19,632",AT01,"10,000.00",103
"1,449,568",2023/5/17 0:00,231,2023/5/17 0:00,123731,1097,____  ,1,"10,000.00","490,998.00",0,0,"19,632",AT01,"10,000.00",103
"1,885,570",2023/5/15 0:00,37,2023/5/15 0:00,10103,1198,____  ,1,"13,252.00","159,244.00",0,0,"2,057,116",AG01,0,822
"1,885,570",2023/5/15 0:00,37,2023/5/15 0:00,10102,1198,____  ,1,"14,249.00","172,496.00",0,0,"2,057,116",AG01,0,822
"1,184,304",2023/5/15 0:00,1030,2023/5/15 0:00,12009,1031,____  ,1,78,"2,765,400.00",0,0,"1,935,892",AG01,0,   
"1,184,304",2023/5/15 0:00,1030,2023/5/15 0:00,12010,1031,____  ,1,80,"2,765,320.00",0,0,"1,935,892",AG01,0,   
"1,184,304",2023/5/15 0:00,1030,2023/5/15 0:00,12009,1031,____  ,1,928,"2,765,478.00",0,0,"1,935,892",AG01,0,   
"1,885,570",2023/5/25 0:00,37,2023/5/25 0:00,20336,1029,____  ,1,200,"43,711.00",0,0,"2,057,116",AG01,0,   
"1,885,570",2023/5/25 0:00,37,2023/5/25 0:00,20227,1031,____  ,1,652,"43,911.00",0,0,"2,057,116",AG01,0,   
"1,184,304",2023/5/25 0:00,1030,2023/5/25 0:00,21142,1031,____  ,1,986,"2,768,991.00",0,0,"1,935,892",AG01,0,   
"1,885,570",2023/5/25 0:00,37,2023/5/25 0:00,20336,1029,____  ,1,"1,529.00","42,182.00",0,0,"2,057,116",AG01,0,   
"1,885,570",2023/5/23 0:00,37,2023/5/23 0:00,23538,1201,____  ,1,"112,845.00","44,563.00",0,0,"2,057,116",AG01,0,103
"1,184,304",2023/5/22 0:00,1030,2023/5/22 0:00,1645,23,____  ,2,"1,988.00","2,768,337.00",0,0,"1,935,892",TI01,0,   
"1,184,304",2023/5/22 0:00,1030,2023/5/22 0:00,1646,23,____  ,2,"1,988.00","2,770,325.00",0,0,"1,935,892",TI01,0,   
"1,184,304",2023/5/22 0:00,1030,2023/5/22 0:00,11225,1031,____  ,1,348,"2,769,977.00",0,0,"1,935,892",AG01,0,   
"1,184,304",2023/5/17 0:00,1030,2023/5/17 0:00,4659,23,____  ,2,"1,029.00","2,766,349.00",0,0,"1,935,892",TI01,0,   
"1,885,570",2023/5/16 0:00,37,2023/5/16 0:00,14946,1019,____  ,1,"1,836.00","157,408.00",0,0,"2,057,116",AG01,0,   
"2,875,145",2023/5/25 0:00,231,2023/5/25 0:00,103341,1001,____  ,1,"500,000.00","109,171.00",0,1,"1,737,444",SA01,"500,000.00",   
"646,573",2023/5/23 0:00,1030,2023/5/23 0:00,12844,23,____  ,2,"1,254.00","252,250.00",0,0,"2,128,094",TI01,0,   
"646,573",2023/5/18 0:00,1030,2023/5/18 0:00,10753,23,____  ,2,"1,325.00","250,996.00",0,0,"2,128,094",TI01,0,   
"646,573",2023/5/30 0:00,1030,2023/5/30 0:00,14447,1414,___    ,2,"17,752.00","270,002.00",0,0,"2,128,094",AG01,0,5
"2,875,145",2023/5/29 0:00,231,2023/5/29 0:00,916,90,____  ,2,"300,000.00","409,171.00",0,0,"1,737,444",SA01,0,   
"2,875,145",2023/5/15 0:00,231,2023/5/15 0:00,1334,90,____  ,2,"350,000.00","609,171.00",0,0,"1,737,444",SA01,0,   
"1,993,818",2023/5/18 0:00,231,2023/5/18 0:00,93241,71,____  ,2,"208,039.00","233,246.00",0,0,"40,588",RT01,0,6
"2,254,574",2023/5/22 0:00,1030,2023/5/22 0:00,1732,23,____  ,2,"1,988.00","1,648,096.00",0,0,"1,935,892",TI01,0,   
"2,254,574",2023/5/22 0:00,1030,2023/5/22 0:00,1732,23,____  ,2,"1,988.00","1,650,084.00",0,0,"1,935,892",TI01,0,   
"1,993,818",2023/5/22 0:00,231,2023/5/22 0:00,115149,1079,____  ,1,"150,030.00","83,216.00",0,1,"40,588",SA01,0,   
"1,993,818",2023/5/15 0:00,231,2023/5/15 0:00,105459,1005,__      ,2,"30,000.00","61,655.00",0,0,"40,588",SA01,0,   
"1,993,818",2023/5/15 0:00,231,2023/5/15 0:00,180334,1073,____  ,1,"36,448.00","25,207.00",0,0,"40,588",AG01,0,   
"1,337,201",2023/5/15 0:00,1012,2023/5/15 0:00,104706,1079,____  ,1,"2,160,000.00","17,429.00",0,1,"1,473,968",SA01,0,   
